frequency_hz,frequency_mhz,office_s11_real,office_s11_imag,office_swr,office_resistance_ohm,office_reactance_ohm,outdoor_s11_real_interpolated,outdoor_s11_imag_interpolated,outdoor_swr_interpolated
1844188,1.844188,0.862557487011,0.175331734544,15.694063011725301,226.92506918719585,353.26589759890504,-0.5688557828004462,-0.363663564538977,5.156976388669711
1845525,1.845525,0.862804892839,0.173111558218,15.66665835666282,231.1945083204459,354.80871369977166,-0.571106157283067,-0.3620081978217004,5.176169022381868
1846863,1.846863,0.8634765141265,0.171141628801,15.704716787916915,234.85049665391134,357.07979217066554,-0.5733582149178813,-0.36035159298421643,5.195688702647864
1848200,1.8482,0.8640181920925,0.1692850804725,15.728819614960772,238.41179497878093,359.04665979594057,-0.5756039590340205,-0.3587033487404487,5.215507027221383
1849538,1.849538,0.864282391471,0.166925246067,15.702097349350346,243.23230600956313,360.6597210632476,-0.5778469722449628,-0.357060656121293,5.235655894188274
1850875,1.850875,0.864982576513,0.164721268584,15.740196407811402,247.63908004555844,363.11970395435424,-0.5800883090633707,-0.3554191912245732,5.256111641427375
1852213,1.852213,0.8653306818445,0.1622666182615,15.724273036796593,252.85716766351527,364.92060022364996,-0.5822848638639601,-0.35379978155519975,5.276365076911632
1853550,1.85355,0.8660238119425,0.160311465054,15.769608085626084,256.93717377516947,367.2708465650145,-0.584466646612721,-0.3521881625873954,5.296764397405115
1854888,1.854888,0.8664272472875,0.158349641318,15.775499120718898,261.2402197097763,368.9732835023502,-0.5866516845706019,-0.3505741520197234,5.317511743501766
1856225,1.856225,0.86689239686,0.155984611319,15.780520256539766,266.55480949241,370.96061949142876,-0.5888679186184871,-0.34893735924151986,5.338886739613937
1857563,1.857563,0.8672992387915,0.1538082024105,15.783022646547327,271.57053643952065,372.7196868164968,-0.5910858102834611,-0.3472993422353595,5.36061358154885
1858900,1.8589,0.8677575522885,0.1514606262325,15.789305109156908,277.10295882311465,374.6393071454338,-0.5932626420118112,-0.3456565294315691,5.3819091898636255
1860238,1.860238,0.8686235689855,0.1496114630515,15.865385572435484,281.3958317483923,377.3935313524653,-0.5953550091445526,-0.3439993343438963,5.401890235485137
1861575,1.861575,0.86896460816,0.1476199032755,15.865436528853943,286.31665556127336,378.88261687740084,-0.5974458124752517,-0.34234337781757457,5.422166217261804
1862913,1.862913,0.8693384227909999,0.1451508409325,15.85954362238097,292.5731962801134,380.56166612358754,-0.5995504497312243,-0.34072220033632694,5.443362176476957
1864250,1.86425,0.8696509017105,0.1430377918105,15.854259427051263,298.0551969629904,381.93625774981757,-0.6016623393790957,-0.33912814039071276,5.465290606769372
1865588,1.865588,0.8700913847589999,0.140630059149,15.860976562840158,304.4277304099146,383.6788853389399,-0.6037758086003762,-0.33753288817887145,5.487564846499718
1866925,1.866925,0.8708219184329999,0.13876139065499998,15.921634346407446,309.41004602149997,386.0735288552333,-0.6058342918169548,-0.33590073845927637,5.5087751499071915
1868263,1.868263,0.8712584861965,0.13653768888200002,15.93368569420217,315.5672376249546,387.70482249006506,-0.6078848026196716,-0.3342605839411915,5.53007449961058
1869600,1.8696,0.871490591625,0.1339453835335,15.90960166762778,322.96634046897105,388.7428955662427,-0.6099257923787988,-0.33261478644095077,5.551458289811841
1870938,1.870938,0.8719433934395,0.13187435092,15.928991339885261,328.9852381695167,390.28390361300455,-0.6119073441781597,-0.33091533860259015,5.57148462864267
1872275,1.872275,0.8723937779340001,0.12970798341849998,15.946796742178163,335.4298508462574,391.77814289262443,-0.6138874149971025,-0.32921716090461695,5.591804005875681
1873613,1.873613,0.8731084444535,0.127781544997,16.008172855814887,341.28325431446257,394.0276289656943,-0.6158815559323972,-0.32753868793879476,5.612908998682375
1874950,1.87495,0.8734079540495,0.1254750245515,16.003171335159074,348.47002578129315,394.9540106769016,-0.6178944370334911,-0.3258951757468331,5.635057857001037
1876288,1.876288,0.873652032309,0.123016158746,15.988064001871928,356.3055738047539,395.59125389961105,-0.619908823655229,-0.3242504343011751,5.657554142245287
1877625,1.877625,0.8739441990500001,0.120865190536,15.986919901402503,363.3185875808015,396.2993330218811,-0.6218566305286949,-0.32254371125996306,5.678430807483952
1878963,1.878963,0.8745573125895001,0.11873043778100001,16.032869621086093,370.48601481296686,397.98644026302,-0.6237709374762188,-0.32080175588752696,5.698595110625555
1880300,1.8803,0.8751189034955,0.1166896125985,16.07422950450473,377.502904164303,399.46116480382307,-0.6256838137010615,-0.31906110242493574,5.7190553070259345
1881638,1.881638,0.8752043731915,0.114338723546,16.041801003366764,385.6280030111272,399.12576328991014,-0.6275490582443053,-0.3172911343371442,5.738564563731701
1882975,1.882975,0.8756551878634999,0.112189941185,16.066722820123815,393.32522127632245,399.98959060888785,-0.6294085171771915,-0.31551998168853485,5.758247578426947
1884313,1.884313,0.875959485846,0.10985848257,16.06798624623222,401.79678115808133,400.1411083028523,-0.6312596771310711,-0.31376505772802543,5.778231673790376
1885650,1.88565,0.8766977477985,0.107538407492,16.133353101336617,410.63382346142487,401.7430900697697,-0.6330668973790191,-0.3120885377755376,5.798412670116926
1886988,1.886988,0.877110215838,0.105689265633,16.160737904448776,417.7573965463644,402.28678138305423,-0.6348754693249836,-0.31041076388142486,5.818904291368479
1888325,1.888325,0.876926008534,0.1031093294265,16.089199972119204,427.42436513152876,399.9781396070485,-0.6366942487443132,-0.308742722997316,5.840009338801788
1889663,1.889663,0.877440736488,0.1011616872415,16.13106708170245,435.2975012209904,400.5695908313978,-0.6385283846097962,-0.3070837011585603,5.861838372715486
1891000,1.891,0.87770810834,0.09863398817065,16.128098286778588,445.43039363844247,399.5872082948415,-0.6403611496711943,-0.30542591924644047,5.883965886016614
1892338,1.892338,0.8784974652495,0.0965786586563,16.210262222522385,454.36282783982773,400.9026271665372,-0.6421574615356397,-0.3037480963173647,5.905421999522455
1893675,1.893675,0.878749824272,0.09450975745205,16.214294344610703,463.03934200681505,399.8940495162217,-0.6439377129008933,-0.3020642115415294,5.926777986161208
1895013,1.895013,0.878611998882,0.09198685084045,16.154745880463075,473.3002120379561,396.5526914206134,-0.645719295792972,-0.3003790673156,5.948459308885201
1896350,1.89635,0.8792407960405,0.0898107301141,16.214042611197215,483.18258261086,396.5372034454825,-0.6474557162942257,-0.29870632522568535,5.969584076471552
1897688,1.897688,0.8795559735625,0.08742899891355,16.225129838849917,493.75079034882333,394.70274005924375,-0.6491928706287046,-0.29703247563139373,5.991015657609282
1899025,1.899025,0.8802242291994999,0.085293655853,16.29311674554179,503.97264071535307,394.4900663411608,-0.6509232400799767,-0.29535087923339537,6.012522385877547
1900363,1.900363,0.8801573538395,0.08324395988,16.254042308021912,512.857777125303,390.966919692465,-0.6526388031809381,-0.2936416206010041,6.033721662360381
1901700,1.9017,0.8804923752675,0.08078550440759999,16.269764032533466,524.3247751094902,388.23561889757775,-0.6543530840972203,-0.29193363944143225,6.0552113522243545
1903038,1.903038,0.8808387404065,0.07843691745355,16.289696473096054,535.5084972542927,385.4061447835871,-0.6560560434001504,-0.29022413565940985,6.076736288040916
1904375,1.904375,0.881213940726,0.07613372829565,16.315517637950578,546.7207876759817,382.45715528365326,-0.6577461820843872,-0.2885156849223926,6.098285986978649
1905713,1.905713,0.881764203306,0.0741912740232,16.37316225576551,556.833816441473,380.77955425523226,-0.6594375848962859,-0.2868059563613387,6.120161423607135
1907050,1.90705,0.8817540445365,0.07181135810565001,16.342056448107027,567.8279780599006,375.210010407877,-0.6610784197459604,-0.285108840986238,6.141293647727245
1908388,1.908388,0.882106573542,0.0693976098071,16.365966262262432,579.9445921865837,370.81498368555333,-0.6627072931449262,-0.28341348845764325,6.162461084890473
1909725,1.909725,0.8822295371515,0.06694399922325,16.355952977753304,591.7525915865058,364.7899817456895,-0.6643320740307962,-0.2817172098527565,6.183820988059311
1911063,1.911063,0.882767688453,0.064771989886,16.41262059747021,603.5116318320119,361.0715190106618,-0.6659096553081199,-0.27998273142273244,6.203968614521071
1912400,1.9124,0.8832992697615001,0.06275807038085,16.47120571679358,614.6722333674034,357.44032378048337,-0.6674860575261929,-0.27824954931440493,6.224390677334137
1913738,1.913738,0.8829284569035001,0.06049831292915,16.391108340131783,624.1503216368206,348.3763521084984,-0.66904157562615,-0.276505614933948,6.244491219537891
1915075,1.915075,0.883450723775,0.057899483166350005,16.443786688275278,638.171342568514,341.8705491374248,-0.6705498520517538,-0.2747432351218591,6.263543392974558
1916413,1.916413,0.883520846948,0.055515983204050004,16.431214340275545,649.5989688178698,333.44099424490696,-0.672059256582388,-0.2729795371498509,6.2828881547466295
1917750,1.91775,0.8842141969885,0.05326476630735,16.515753009894638,662.8136919415347,327.91459517860056,-0.6735692377030615,-0.27123032224423804,6.302672975697947
1919088,1.919088,0.8844319401135,0.051010722641600004,16.528756088583382,674.1982130909674,319.654705822755,-0.675081529426105,-0.26948892129104624,6.322877333896383
1920425,1.920425,0.884202521812,0.04885141086435,16.475031367980527,683.103470645346,309.2739100279304,-0.6765926908862763,-0.2677488218333352,6.343354327898966
1921763,1.921763,0.884763095421,0.0461783097097,16.538838725162865,697.7099055746289,299.626059193262,-0.6781148935913914,-0.2660775153504427,6.365082389859577
1923100,1.9231,0.8846264641385,0.04389358076615,16.500071882313552,707.1585071607354,288.0591102515354,-0.6796375977197072,-0.2644190503063119,6.387246248269858
1924438,1.924438,0.8853419922700001,0.041663135550350006,16.593516393886485,720.4333047437394,279.9513775228803,-0.6811537393365095,-0.26275071201125855,6.409443928732979
1925775,1.925775,0.885344528837,0.03946343051135,16.578340293981093,729.7973488986951,268.3995641817168,-0.682615153095647,-0.2610235441609412,6.429951083667685
1927113,1.927113,0.8851830071075,0.03711440276955,16.537820056139072,738.5554604865715,254.89924643844526,-0.6840776599092043,-0.25929508448725036,6.450760883662822
1928450,1.92845,0.885620612528,0.0345896787546,16.589505891041615,751.0271399079288,242.24007537996297,-0.6855407138451888,-0.2575908532361053,6.472113621932431
1929788,1.929788,0.8856435543135,0.032330834847100004,16.57986506469525,759.7361783630507,228.92847443113763,-0.6870074007665956,-0.2559208491237338,6.494190858724785
1931125,1.931125,0.886158278863,0.02995990433915,16.64673511355034,771.5150441886318,216.19940291876546,-0.6884729915094363,-0.25425209314597536,6.516548321954691
1932463,1.932463,0.8861811650065,0.0279862681731,16.640257246108863,778.4989052496244,203.71489960128224,-0.6898922593674667,-0.2525750822619089,6.537889340529685
1933800,1.9338,0.8863619482495,0.02559683295705,16.657155192899136,787.4949346842575,188.6447155267612,-0.6912860502374487,-0.2508957169367483,6.558810194484152
1935138,1.935138,0.886223650794,0.02284253824005,16.623938298339006,794.8630564660359,169.62063565591384,-0.6926808835837732,-0.24921509554178578,6.5800282896419855
1936475,1.936475,0.8866034745665,0.02044197998635,16.673949778393048,804.1051779161858,153.96945264817262,-0.6940873836873639,-0.24749586899512038,6.6014742001513085
1937813,1.937813,0.8869397421365,0.01823331946515,16.7190511163165,812.0633169300512,139.0256501603726,-0.6954959307067274,-0.24577223605630835,6.623227750253626
1939150,1.93915,0.8866423426515,0.016319355077849998,16.666676410206286,814.2515928323228,124.4206077465727,-0.6968999969230588,-0.24407073497908618,6.645370154976992
1940488,1.940488,0.8870029321295,0.0134330646603,16.715520506174837,822.6461331495705,103.73996558559615,-0.6982909025292,-0.24245436664746048,6.6682674359625365
1941825,1.941825,0.8867443070209999,0.011269973867,16.670329817657755,824.3004429323338,87.00086401467641,-0.6996807685945294,-0.2408392063639152,6.691442213314125
1943163,1.943163,0.8872029161925,0.0086819597507,16.737634749098923,831.3264669593755,67.8354497748032,-0.701023989167481,-0.23915261188212258,6.712915338955405
1944500,1.9445,0.887535265651,0.0064391749751999995,16.78704662162768,836.2623249102645,50.7430015022793,-0.7023106919813954,-0.23738552220897674,6.732303183048074
1945838,1.945838,0.887219594702,0.00469005642557,16.735526393716217,835.148097577998,36.80953718562642,-0.7035983571758736,-0.23561711085320328,6.751979918818681
1947175,1.947175,0.8873673993735001,0.00157614359542,16.75706895471728,837.6685879046034,12.421742478635272,-0.7048617570117579,-0.23391126840674692,6.771833664340499
1948513,1.948513,0.8870964389425,-0.0005799702175745,16.71426286005701,835.68828472747,-4.549660102704564,-0.7061174433502317,-0.23222690709129193,6.791936930189158
1949850,1.94985,0.887698528289,-0.003183290786655,16.810110794017632,839.7453769213456,-25.220669129887916,-0.707372191208632,-0.23054380464079618,6.81229209852546
1951188,1.951188,0.8878662241249999,-0.0053079260793100005,16.83836322669105,839.7982227363742,-42.119184473471975,-0.7085437849240823,-0.22880772316021178,6.829991154917717
1952525,1.952525,0.887506691185,-0.00720182540266,16.783454403159986,835.3132470386307,-56.677783763295736,-0.7097141878185048,-0.22707274534529137,6.847913462296548
1953863,1.953863,0.8873861037345,-0.010174395870385,16.769000600625347,830.800179295495,-79.57818709806864,-0.710902399623614,-0.22535401983543227,6.866762794125402
1955200,1.9552,0.887456996841,-0.01245347877215,16.784792247399526,827.8009252214611,-97.13331687954779,-0.7121369388089535,-0.22368551315275512,6.887711843034245
1956538,1.956538,0.8879079618545,-0.0150516772376,16.86280943991647,826.3230260479679,-117.67233036506688,-0.7133724013594279,-0.22201575852192337,6.908949990601231
1957875,1.957875,0.887925590667,-0.016969710557549998,16.871142236634363,822.2664172461269,-132.07393835783955,-0.714582942064959,-0.22035705741011902,6.9298183228037455
1959213,1.959213,0.8876938270625,-0.019254872649100002,16.8416318211926,814.9964018921154,-148.3034736624083,-0.715773179311231,-0.21870578144665034,6.950411304611663
1960550,1.96055,0.887232022966,-0.021850966288199998,16.777944911866957,804.6860812358188,-165.6118806001711,-0.7169625269930439,-0.21705573962067307,6.9712534575795635
1961888,1.961888,0.8875615535995001,-0.024407657653700003,16.840750321508363,799.3524282723283,-184.3737970441897,-0.7181904269826,-0.21534037178940138,6.9929431139384866
1963225,1.963225,0.8879912562485,-0.0267604179682,16.920246029857545,794.5790945451092,-201.7814754477893,-0.7194269236230001,-0.21361009510644596,7.015050143855664
1964563,1.964563,0.887716511438,-0.02857127590135,16.88527665553523,786.4446384564832,-212.83886747381496,-0.7206618495117234,-0.21188585661750808,7.037460135743736
1965900,1.9659,0.8875111286545,-0.0313933739981,16.867701415071714,774.7413938579915,-230.16867997168305,-0.7218604303381232,-0.21026698154914775,7.059992605234853
1967238,1.967238,0.8872039286245,-0.03362557480285,16.831814506966367,764.1984949879328,-242.72026555289474,-0.7230599076348493,-0.20864689565425912,7.0828240434961796
1968575,1.968575,0.8874973701585,-0.036302900637049995,16.895416879080642,755.042606856233,-259.77509864851953,-0.7242312755070096,-0.20701101514563475,7.104910589297202
1969913,1.969913,0.8877802518185,-0.03877640449195,16.957622951939573,746.0608079219024,-275.0707998225307,-0.7253489304828991,-0.20533979828653653,7.125251338392629
1971250,1.97125,0.8877290951235,-0.0402628622336,16.96004187790374,739.2032607477511,-283.0259736193299,-0.7264657501411683,-0.20366983046843914,7.145839908849613
1972588,1.972588,0.8876080847415,-0.0430364580478,16.96151247845862,725.9686525131501,-297.1294001306244,-0.7275806110547204,-0.20201646746410562,7.166779429601508
1973925,1.973925,0.8871961113919999,-0.0455019440882,16.915076106368584,712.4385884741894,-307.5464724801899,-0.7286927785818003,-0.20037622642536115,7.188015250275179
1975263,1.975263,0.8866737235775,-0.04803850783815,16.85301327499668,698.0014096027659,-317.0744924520924,-0.7298057779469707,-0.19873475857955702,7.209534974621411
1976600,1.9766,0.8869640850664999,-0.0506544093182,16.922647110360586,686.726903990264,-330.1469818013842,-0.7309163137796484,-0.19705652785310807,7.230920994251173
1977938,1.977938,0.887115496388,-0.0532620366891,16.97154668411359,674.5588809460273,-341.8669566285638,-0.7320274310697239,-0.19537124086752064,7.252539900636974
1979275,1.979275,0.8871761418374999,-0.05475668207275,16.996022679023362,667.3659816190545,-348.1584624481199,-0.7331270529475977,-0.19369051895182898,7.274097794689239
1980613,1.980613,0.8866883322245,-0.0575589417641,16.946003391551855,651.5087817042225,-356.345501798788,-0.7341588938808082,-0.19202980294699123,7.293851630565926
1981950,1.98195,0.8863215757565,-0.05983017326345,16.911303099040367,638.858539409842,-362.5536335603678,-0.7351899636324541,-0.1903703281349822,7.313843840253002
1983288,1.983288,0.8863409681425,-0.06275221387415,16.94681186508628,624.2855735922419,-372.2793678144653,-0.7361779625869489,-0.18872122454823692,7.332732428524355
1984625,1.984625,0.8864823581185,-0.06524476559510001,16.998577999714822,612.1755325640459,-380.5883093488798,-0.7371000793171395,-0.18709060810609712,7.349794850728221
1985963,1.985963,0.886555323981,-0.06676634902645,17.02871363199125,604.7111218317777,-385.3214871396697,-0.7380228857382279,-0.18545877205554884,7.36709065469481
1987300,1.9873,0.885840203608,-0.0698359912277,16.95150534818149,587.4250449137863,-389.93771232790107,-0.7389900975270369,-0.18379818907697673,7.385880181198505
1988638,1.988638,0.8856838853265,-0.07194926521424999,16.95356453183205,576.5657657036965,-394.353382106637,-0.7399803198011212,-0.1821215538915163,7.405565911987537
1989975,1.989975,0.8855987669945,-0.07500023566365,16.98058766533684,561.3568367382828,-400.7990615603804,-0.7409698019987675,-0.18044617179662792,7.425491235285141
1991313,1.991313,0.8856040453865,-0.07707879911804999,17.010230556219923,551.2114017286315,-405.0899615977653,-0.7419952969444837,-0.1788336990041078,7.44744801284144
1992650,1.99265,0.8857525159699999,-0.07903299885404999,17.062191099108357,541.9956740143973,-409.52493460334443,-0.7430224164621395,-0.17722678069163064,7.469776022188847
1993988,1.993988,0.884848015755,-0.0816907608056,16.95508361257322,527.6847704456392,-409.81932454682624,-0.7440375455480001,-0.1756115452499163,7.491885878180129
1995325,1.995325,0.884583311231,-0.08408691152635,16.948632705494184,516.0005659223888,-412.36011895849066,-0.7450021803519999,-0.17396978047781397,7.512265494322293
1996663,1.996663,0.884474481277,-0.08700991945005,16.976552802305164,502.3078267109252,-415.9796038568425,-0.745967536648,-0.17232678775898605,7.532915986154241
1998000,1.998,0.8846656987645001,-0.08900102264064999,17.03936670839865,493.43545377321294,-419.3575597795746,-0.7469252796451682,-0.17068570856563886,7.553568942912508
1999338,1.999338,0.8843490484359999,-0.09132595284575,17.026482075702173,482.5715121610676,-420.55512859049736,-0.7478759990561827,-0.16904417188550042,7.574224317143778
2000675,2.000675,0.8835944626065,-0.0935885762843,16.9431735686289,471.785684014831,-419.50907479083963,-0.7488260079145732,-0.16740386206386731,7.595121919276919
2002013,2.002013,0.883144357644,-0.0963853794904,16.91929779972473,459.27737728282875,-420.0643827341957,-0.7497825375394985,-0.16580932134671764,7.616882969059711
2003350,2.00335,0.8830361201775001,-0.09904588290409999,16.949052664456897,447.9170394012701,-421.63985031392133,-0.7507404090051751,-0.1642326082887647,7.6390966823534345
2004688,2.004688,0.8834675781335,-0.100702796319,17.048652322150435,441.26561632097906,-424.53267945958123,-0.7516987526254673,-0.1626545186263877,7.661580240433469
2006025,2.006025,0.8826707270159999,-0.1033923596155,16.970351457227157,429.75388191255104,-422.7664982838411,-0.7526157989980656,-0.16104482968630507,7.682558663858111
2007363,2.007363,0.8819871395409999,-0.1055977236885,16.902874941803336,420.5848269166771,-421.0785700090039,-0.7535335312692224,-0.15943393679039589,7.703808406474321
2008700,2.0087,0.8817052548385,-0.1083226334645,16.91061371149806,409.79991306817533,-421.0393063723591,-0.754443462007465,-0.15781965161971956,7.724999438876916
2010038,2.010038,0.8814521156015,-0.110872811482,16.92079018578859,399.9588896206141,-420.82747740867865,-0.755335110117614,-0.156191910075771,7.745659761685881
2011375,2.011375,0.88196509569,-0.112710953586,17.04042893138591,393.14054110973655,-423.15273819273926,-0.7562260918240931,-0.15456538508006154,7.76655931861878
2012713,2.012713,0.8806601316355,-0.1154424270295,16.888185271944394,382.8776871425231,-418.74062285722084,-0.7571029220943428,-0.15294426233189193,7.787221809870854
2014050,2.01405,0.8802230632375,-0.117629486918,16.864807011232624,374.99393602839234,-417.37432922840145,-0.7579665020692243,-0.15132997707332832,7.807685865908963
2015388,2.015388,0.8797834278645,-0.120397991553,16.85449994379675,365.2888474797026,-415.91556191237754,-0.758830727952838,-0.14971448442115323,7.828415827787633
2016725,2.016725,0.8795739726145,-0.1228228690955,16.87437983752175,357.0112696109542,-415.112023315307,-0.7596494390428714,-0.14814385532504104,7.8479862083591385
2018063,2.018063,0.8799145727555,-0.1247600633485,16.97190831885745,350.4772102329176,-416.0668223011025,-0.76045807736359,-0.14658244780745855,7.867469812722331
2019400,2.0194,0.8787416462695,-0.12711555798149998,16.83931658460038,342.90563380585826,-411.8843555002356,-0.7612597612126868,-0.14502141337681942,7.886917379154313
2020738,2.020738,0.878134378515,-0.129386013674,16.795999454902702,335.7487221623281,-409.5534805652003,-0.7619834350863153,-0.14344938368736332,7.903475146581713
2022075,2.022075,0.87754111792,-0.132165004164,16.767967689226232,327.2171152443678,-407.11543956799073,-0.7627065680975568,-0.14187852890798905,7.9202267303813985
2023413,2.023413,0.8778459157559999,-0.1345910308275,16.87369336895007,319.7564214535952,-407.40265236748564,-0.7634579862641264,-0.14029768182145444,7.938225173110463
2024750,2.02475,0.8775658762115,-0.13652860905,16.87672726382781,314.060314977892,-405.9705487017592,-0.7642621108030151,-0.138701087173316,7.958411727437853
2026088,2.026088,0.8764488217399999,-0.13873517618,16.755878703972474,307.9912819083127,-401.98713007768436,-0.7650668367813493,-0.13710329836313706,7.978857591171825
2027425,2.027425,0.8758464624210001,-0.14108735728400001,16.720653410827246,301.513136998507,-399.45748237879155,-0.7658757100723762,-0.13553679915711764,7.9999363586775365
2028763,2.028763,0.875342799516,-0.1438426530115,16.71207855978232,294.0705641170506,-397.0249818991594,-0.7666882321615828,-0.1339884185697059,8.021535784705298
2030100,2.0301,0.8758698134909999,-0.1462143026085,16.85557664999606,287.430173507099,-397.4626872475409,-0.7675001469846539,-0.13244119521741177,8.043368383762605
2031438,2.031438,0.8747832722575,-0.148256261954,16.739523372331377,282.50016001358017,-393.6792768142979,-0.7682755490671581,-0.1308704951425535,8.06381202231801
2032775,2.032775,0.8740620134635,-0.15025628392149998,16.680799426609518,277.6450142287222,-390.91241361990865,-0.7690451540445676,-0.12929783176066348,8.084248162177499
2034113,2.034113,0.873370399282,-0.1528662066015,16.644087381739006,271.3693719315224,-387.9544476688476,-0.7698194645616226,-0.12772327303133216,8.10510596800742
2035450,2.03545,0.872917189488,-0.155395373424,16.64305256020452,265.35946825054265,-385.6178670754196,-0.7706176793915116,-0.1261456282186279,8.127172135529205
2036788,2.036788,0.8736213503595001,-0.1577746702735,16.81800203802617,259.26336799415634,-386.0931102820817,-0.7714164912407199,-0.1245668034172829,8.14951465711293
