band,frequency_hz,frequency_mhz,swr,return_loss_db,resistance_ohm,reactance_ohm,s11_real,s11_imag,phase_deg
80m,3594605,3.594605,1.10282574,26.21402861,47.24250450,3.87848523,-0.0267235966,0.0409505321,123.12775946
80m,3598260,3.598260,1.09568493,26.80964921,48.08444305,4.05221642,-0.0177924937,0.0420486198,112.93521285
80m,3601915,3.601915,1.09125127,27.20334616,48.94328149,4.19003986,-0.0088707904,0.0427235560,101.72978832
80m,3605570,3.605570,1.09004537,27.31388652,49.82195517,4.30093303,0.0000726483,0.0430829127,89.90338543
80m,3609225,3.609225,1.09247636,27.09259663,50.69268900,4.40014047,0.0087720644,0.0433153806,78.55151447
80m,3612880,3.612880,1.09868182,26.55418859,51.60577641,4.50463342,0.0177346702,0.0435481662,67.84175119
80m,3616535,3.616535,1.10658509,25.91765066,52.53633943,4.53148012,0.0266370806,0.0430166977,58.23310953
80m,3620190,3.620190,1.11674714,25.16845481,53.47875665,4.53140729,0.0354676873,0.0422375461,49.97916785
80m,3623845,3.623845,1.12843822,24.38733563,54.43264824,4.48759847,0.0442099340,0.0410714667,42.89239136
80m,3627500,3.627500,1.14190553,23.57601971,55.38363168,4.45536098,0.0527790868,0.0400461726,37.18943663
80m,3631155,3.631155,1.15639814,22.78994721,56.37284707,4.35974094,0.0614869904,0.0384653951,32.02951739
80m,3634810,3.634810,1.17175384,22.03808300,57.37766408,4.21845667,0.0701427675,0.0365305251,27.51061064
80m,3638465,3.638465,1.18741469,21.34254997,58.37648384,4.02177362,0.0785595182,0.0341939957,23.52167584
80m,3642120,3.642120,1.20387616,20.67641483,59.36809395,3.83758930,0.0867809268,0.0320437124,20.26658295
80m,3645775,3.645775,1.22093705,20.04535391,60.38524289,3.58568276,0.0950366935,0.0293962422,17.18760467
80m,3649430,3.649430,1.23866775,19.44391804,61.42177642,3.28213279,0.1032874549,0.0264143127,14.34513581
80m,3653085,3.653085,1.25584450,18.90666137,62.42169439,2.89428817,0.1110811456,0.0228851499,11.64130471
80m,3656740,3.656740,1.27421703,18.37474963,63.45109197,2.50781200,0.1189933920,0.0194744617,9.29462904
80m,3660395,3.660395,1.29256934,17.88187331,64.45873314,2.09166856,0.1266143446,0.0159606285,7.18464029
80m,3664050,3.664050,1.31125432,17.41464706,65.46978641,1.59390620,0.1341375729,0.0119520745,5.09178521
80m,3667705,3.667705,1.33015795,16.97327201,66.47100296,1.03226470,0.1414846350,0.0076088905,3.07833957
80m,3671360,3.671360,1.34838279,16.57424383,67.41381380,0.40192987,0.1483214372,0.0029154581,1.12608089
80m,3675015,3.675015,1.36816929,16.16730377,68.40729271,-0.19321050,0.1554596727,-0.0013780744,-0.50788593
80m,3678670,3.678670,1.38764128,15.79078118,69.35889783,-0.87866374,0.1622360553,-0.0061672218,-2.17698663
80m,3682325,3.682325,1.40704016,15.43692148,70.27550665,-1.63023147,0.1687282417,-0.0112671767,-3.82037212
80m,3685980,3.685980,1.42656684,15.10010334,71.16370112,-2.43842693,0.1750044472,-0.0166030862,-5.41956500
80m,3689635,3.689635,1.44545734,14.79107941,71.97560108,-3.33363653,0.1807758270,-0.0223896878,-7.06031856
80m,3693290,3.693290,1.46642680,14.46569463,72.87223495,-4.17305551,0.1870841497,-0.0276087024,-8.39476042
80m,3696945,3.696945,1.48624637,14.17375585,73.65824361,-5.11602818,0.1927014108,-0.0333998140,-9.83305480
80m,3700600,3.700600,1.50610843,13.89512575,74.40076119,-6.10527402,0.1980779054,-0.0393563036,-11.23780061
80m,3704255,3.704255,1.52614687,13.62703214,75.09355414,-7.16807412,0.2032145323,-0.0456571670,-12.66264282
80m,3707910,3.707910,1.54559267,13.37840766,75.72052284,-8.22309999,0.2079733484,-0.0518047030,-13.98732209
80m,3711565,3.711565,1.56623158,13.12603517,76.36385352,-9.30360688,0.2129010963,-0.0579505813,-15.22672106
80m,3715220,3.715220,1.58574960,12.89748936,76.88996958,-10.42827892,0.2172027734,-0.0643331214,-16.49872166
80m,3718875,3.718875,1.60591727,12.67094587,77.38334619,-11.60601276,0.2214310787,-0.0709361239,-17.76301964
80m,3722530,3.722530,1.62510081,12.46391844,77.75454886,-12.82491345,0.2250585393,-0.0777941549,-19.06831604
80m,3726185,3.726185,1.64589625,12.24820090,78.18744317,-14.01315981,0.2291048678,-0.0842725030,-20.19522547
80m,3729840,3.729840,1.66568990,12.05075317,78.50080510,-15.22920409,0.2325737807,-0.0909511073,-21.35865212
80m,3733495,3.733495,1.68465471,11.86833671,78.71404708,-16.45008931,0.2355699922,-0.0976967331,-22.52500071
80m,3737150,3.737150,1.70467460,11.68252812,78.90428680,-17.71357091,0.2386081872,-0.1046277684,-23.67706393
80m,3740805,3.740805,1.72231908,11.52419881,78.90464153,-18.96462796,0.2406682512,-0.1117139301,-24.89989175
80m,3744460,3.744460,1.74433980,11.33333285,79.09621705,-20.23727868,0.2439628769,-0.1185172912,-25.91050536
80m,3748115,3.748115,1.76283416,11.17849371,79.06167699,-21.45557658,0.2460143136,-0.1253447035,-26.99891831
80m,3751770,3.751770,1.78089491,11.03183973,78.94868479,-22.66309787,0.2477344884,-0.1322128019,-28.08828346
80m,3755425,3.755425,1.80012154,10.88041838,78.81620369,-23.89842075,0.2495305068,-0.1392296558,-29.16005218
80m,3759080,3.759080,1.81662584,10.75412079,78.51441728,-25.06088750,0.2503826948,-0.1461787351,-30.27729030
80m,3762735,3.762735,1.83823786,10.59363035,78.39493921,-26.30589539,0.2525295937,-0.1531437176,-31.23424363
80m,3766390,3.766390,1.85496115,10.47307644,78.04279056,-27.40918437,0.2532301957,-0.1598555542,-32.26281534
80m,3770045,3.770045,1.87262569,10.34902092,77.66418968,-28.52617082,0.2539444417,-0.1667038216,-33.28321115
80m,3773700,3.773700,1.89038406,10.22756356,77.20631994,-29.64362080,0.2543675986,-0.1737590096,-34.33706014
80m,3777355,3.777355,1.90658429,10.11949464,76.73202211,-30.64784659,0.2545304938,-0.1802783123,-35.30909674
80m,3781010,3.781010,1.92609365,9.99266632,76.30968081,-31.72942465,0.2552886847,-0.1870740343,-36.23374025
80m,3784665,3.784665,1.94085418,9.89902347,75.73272056,-32.63247764,0.2548551985,-0.1933937400,-37.19259860
80m,3788320,3.788320,1.95747833,9.79585237,75.13834341,-33.57941368,0.2545601561,-0.2000300804,-38.15980510
80m,3791975,3.791975,1.97215378,9.70672612,74.44528444,-34.44107763,0.2536037128,-0.2065702416,-39.16417649
80m,3795630,3.795630,1.99070236,9.59659994,73.88590058,-35.36792610,0.2536367427,-0.2130776820,-40.03328126
80m,3799285,3.799285,2.00661130,9.50430967,73.22619214,-36.18526295,0.2529059872,-0.2193834999,-40.94002972
80m,3802940,3.802940,2.01928247,9.43218381,72.50584682,-36.86093264,0.2514800718,-0.2252230679,-41.84731072
80m,3806595,3.806595,2.03453800,9.34692267,71.80889569,-37.59156584,0.2504313766,-0.2313251269,-42.72886499
80m,3810250,3.810250,2.04482143,9.29039511,70.95153057,-38.14378804,0.2480112763,-0.2371503556,-43.71757997
80m,3813905,3.813905,2.06587159,9.17698151,70.33600314,-38.99277614,0.2479559251,-0.2436867230,-44.50248190
80m,3817560,3.817560,2.07798284,9.11308694,69.57874335,-39.52416681,0.2460944016,-0.2491871866,-45.35777875
80m,3821215,3.821215,2.08927777,9.05436639,68.81583394,-40.00039394,0.2440410659,-0.2545002140,-46.20186065
80m,3824870,3.824870,2.10297453,8.98425456,68.03749940,-40.52905422,0.2421569989,-0.2602110366,-47.05820257
80m,3828525,3.828525,2.11045537,8.94645734,67.20750930,-40.83288506,0.2391555864,-0.2650638400,-47.94143615
80m,3832180,3.832180,2.13140756,8.84241037,66.47176862,-41.53029252,0.2382705584,-0.2716095661,-48.74101496
80m,3835835,3.835835,2.13950370,8.80290521,65.74042356,-41.79878207,0.2356828425,-0.2760273836,-49.50802018
80m,3839490,3.839490,2.15030162,8.75080811,64.96144140,-42.12914722,0.2331301693,-0.2810296357,-50.32235067
80m,3843145,3.843145,2.16136615,8.69811272,64.14860411,-42.44255485,0.2303520120,-0.2861693071,-51.16766997
80m,3846800,3.846800,2.17094204,8.65305812,63.39915532,-42.69095707,0.2276254328,-0.2907729726,-51.94514037
80m,3850455,3.850455,2.18607420,8.58288052,62.63730910,-43.07785389,0.2254806058,-0.2962129828,-52.72120713
80m,3854110,3.854110,2.19133808,8.55875581,61.94113595,-43.16609584,0.2223139717,-0.2998868052,-53.44948778
80m,3857765,3.857765,2.20134450,8.51329693,61.20126384,-43.36757852,0.2194467832,-0.3044093363,-54.21240259
80m,3861420,3.861420,2.20603431,8.49217007,60.43901572,-43.39941410,0.2156478859,-0.3082282288,-55.02193925
80m,3865075,3.865075,2.22143153,8.42359555,59.70645830,-43.71158629,0.2133600446,-0.3134298638,-55.75583993
80m,3868730,3.868730,2.23038975,8.38424438,58.98337356,-43.82947979,0.2101737783,-0.3176417768,-56.50862127
80m,3872385,3.872385,2.23341038,8.37106459,58.38091711,-43.79596094,0.2068436998,-0.3205088430,-57.16340561
80m,3876040,3.876040,2.24220249,8.33295480,57.67358850,-43.88214560,0.2035532045,-0.3245902243,-57.90783648
80m,3879695,3.879695,2.23995315,8.34266909,57.05660832,-43.68479787,0.1992462180,-0.3267501900,-58.62593427
80m,3883350,3.883350,2.25973325,8.25806938,56.26684187,-44.00492890,0.1967175463,-0.3326379766,-59.40051106
80m,3887005,3.887005,2.26324041,8.24326120,55.67777400,-43.93905321,0.1932028852,-0.3354527638,-60.06035408
80m,3890660,3.890660,2.26596812,8.23178342,55.12562827,-43.85421650,0.1897576103,-0.3380007878,-60.68963435
80m,3894315,3.894315,2.27221972,8.20560670,54.48119192,-43.82140581,0.1860702487,-0.3413776707,-61.40710326
80m,3897970,3.897970,2.26630195,8.23038109,54.02924587,-43.53370251,0.1819842752,-0.3423196325,-62.00395410
80m,3901625,3.901625,2.28571924,8.14968614,53.20777107,-43.74644990,0.1786480165,-0.3481446506,-62.83568708
80m,3905280,3.905280,2.28520774,8.15179009,52.76621031,-43.58131907,0.1752459735,-0.3497634901,-63.38723644
80m,3908935,3.908935,2.28747450,8.14247512,52.24397113,-43.44954002,0.1715563004,-0.3520549650,-64.02003696
80m,3912590,3.912590,2.29011795,8.13164101,51.68138958,-43.30374539,0.1675230797,-0.3545326116,-64.70841735
80m,3916245,3.916245,2.28892010,8.13654651,51.21190547,-43.09327275,0.1635987981,-0.3561168516,-65.32612037
80m,3919900,3.919900,2.29917352,8.09475997,50.55815828,-43.07501650,0.1597326383,-0.3599362905,-66.06929435
80m,3923555,3.923555,2.29650055,8.10560893,50.24125387,-42.87931041,0.1567113309,-0.3607261004,-66.51828180
80m,3927210,3.927210,2.29811777,8.09904131,49.75906590,-42.71123758,0.1528699008,-0.3626936019,-67.14530831
80m,3930865,3.930865,2.29216036,8.12329134,49.39764976,-42.41195238,0.1488955532,-0.3631574927,-67.70623832
80m,3934520,3.934520,2.29912459,8.09495827,48.82189390,-42.31492825,0.1448670940,-0.3661626602,-68.41446992
80m,3938175,3.938175,2.30120872,8.08652036,48.35644321,-42.14549452,0.1410092144,-0.3680754434,-69.03822992
80m,3941830,3.941830,2.29782379,8.10023433,48.12209870,-41.95464358,0.1383833292,-0.3684065140,-69.41248009
80m,3945485,3.945485,2.29834168,8.09813286,47.70340114,-41.76242315,0.1346064766,-0.3699045284,-70.00379712
80m,3949140,3.949140,2.28611371,8.14806438,47.56437758,-41.41011645,0.1314954274,-0.3686271197,-70.36783683
80m,3952795,3.952795,2.29721486,8.10270668,46.87947891,-41.31925600,0.1266544043,-0.3724833230,-71.22057770
80m,3956450,3.956450,2.29477071,8.11264662,46.60553533,-41.11991652,0.1236382548,-0.3730212940,-71.66217432
80m,3960105,3.960105,2.29117288,8.12732599,46.38325926,-40.91959238,0.1209232179,-0.3732127744,-72.04735906
80m,3963760,3.963760,2.29022605,8.13119859,46.03231359,-40.70896024,0.1173033845,-0.3741830232,-72.59420927
80m,3967415,3.967415,2.27540835,8.19232391,46.04857773,-40.37783345,0.1152243607,-0.3719505718,-72.78785185
80m,3971070,3.971070,2.28583377,8.14921522,45.35860688,-40.23526080,0.1098080698,-0.3756043177,-73.70369860
80m,3974725,3.974725,2.28336476,8.15938046,45.16421883,-40.06864738,0.1074219379,-0.3758176768,-74.04819688
80m,3978380,3.978380,2.27914639,8.17681110,44.97278497,-39.86278098,0.1047795449,-0.3757495049,-74.41861765
80m,3982035,3.982035,2.27549976,8.19194380,44.71885415,-39.63240198,0.1015427568,-0.3759337985,-74.88465324
80m,3985690,3.985690,2.26559324,8.23335885,44.65389244,-39.36860111,0.0993274734,-0.3746091843,-75.14976450
80m,3989345,3.989345,2.26970321,8.21612232,44.18172348,-39.18211655,0.0948795431,-0.3765543242,-75.85769436
80m,3993000,3.993000,2.26617475,8.23091537,44.06704161,-39.03274002,0.0930817361,-0.3763220806,-76.10696740
80m,3996655,3.996655,2.26431586,8.23873178,43.81589973,-38.83747432,0.0900293857,-0.3767054461,-76.55891699
40m,7001065,7.001065,2.08186346,9.09281883,93.18605165,27.46699528,0.3263950746,0.1292158216,21.59800740
40m,7004720,7.004720,2.06187387,9.19828725,92.72642330,26.64424523,0.3229536957,0.1263913671,21.37341956
40m,7008375,7.008375,2.04180679,9.30688882,92.21459103,25.86212755,0.3193467829,0.1237787219,21.18631668
40m,7012030,7.012030,2.02236264,9.41483204,91.68924625,25.12790913,0.3157506830,0.1213483388,21.02261387
40m,7015685,7.015685,2.00300848,9.52503908,91.17297836,24.38034883,0.3121636842,0.1187882378,20.83341619
40m,7019340,7.019340,1.98349873,9.63904106,90.61834928,23.65775818,0.3084301420,0.1163503380,20.66818111
40m,7022995,7.022995,1.96479903,9.75116801,90.06736319,22.98060748,0.3047722236,0.1140648062,20.51898886
40m,7026650,7.026650,1.94583903,9.86783561,89.46588866,22.33983628,0.3009159391,0.1119802385,20.41180900
40m,7030305,7.030305,1.92748800,9.98373647,88.87801930,21.72104104,0.2971371686,0.1099303726,20.30271320
40m,7033960,7.033960,1.90887609,10.10441086,88.27045789,21.10213470,0.2932410588,0.1078619584,20.19488122
40m,7037615,7.037615,1.89126720,10.22160610,87.67169278,20.54281032,0.2894548361,0.1060246608,20.11732078
40m,7041270,7.041270,1.87344666,10.34333505,87.05650813,19.98455225,0.2855637727,0.1041737332,20.04198171
40m,7044925,7.044925,1.85567787,10.46797834,86.40106478,19.48081445,0.2815230853,0.1026129487,20.02640002
40m,7048580,7.048580,1.83844166,10.59214244,85.76183100,18.99406368,0.2775570696,0.1010749997,20.00956700
40m,7052235,7.052235,1.82115305,10.72005077,85.12080668,18.50276203,0.2735434487,0.0994772976,19.98439271
40m,7055890,7.055890,1.80472736,10.84483765,84.48158689,18.07586098,0.2695995067,0.0981741671,20.00900188
40m,7059545,7.059545,1.78826845,10.97320879,83.82412452,17.67034803,0.2655555972,0.0969771949,20.06148736
40m,7063200,7.063200,1.77213532,11.10242016,83.16358418,17.29443789,0.2615003355,0.0959116313,20.14174488
40m,7066855,7.066855,1.75600460,11.23511003,82.49876927,16.92369987,0.2573911109,0.0948513713,20.22938045
40m,7070510,7.070510,1.74030291,11.36778232,81.83414787,16.58701881,0.2532915770,0.0939488505,20.35041473
40m,7074165,7.074165,1.72505552,11.50008181,81.18675471,16.26214516,0.2492641251,0.0930625641,20.47307789
40m,7077820,7.077820,1.70989765,11.63514302,80.51590329,15.97792542,0.2451231647,0.0924129969,20.65676298
40m,7081475,7.081475,1.69540505,11.76772397,79.85886268,15.72812313,0.2410662492,0.0919198215,20.87211059
40m,7085130,7.085130,1.68069759,11.90587222,79.19221812,15.47365798,0.2369064680,0.0913975199,21.09640486
40m,7088785,7.088785,1.66637642,12.04403681,78.52468097,15.25152636,0.2327435620,0.0910473514,21.36502521
40m,7092440,7.092440,1.65289842,12.17750008,77.89120133,15.04903398,0.2287641965,0.0907517772,21.63844846
40m,7096095,7.096095,1.63954576,12.31315144,77.23160996,14.89264786,0.2246548372,0.0907552964,21.99755542
40m,7099750,7.099750,1.62653681,12.44873804,76.59163324,14.73486431,0.2206176235,0.0907176349,22.35239111
40m,7103405,7.103405,1.61367351,12.58627917,75.93793858,14.60595304,0.2164968092,0.0908686528,22.76890486
40m,7107060,7.107060,1.60115093,12.72364057,75.29226712,14.49071260,0.2124011819,0.0910899641,23.21246469
40m,7110715,7.110715,1.58920509,12.85799919,74.67700031,14.37731022,0.2084533435,0.0912783577,23.64783600
40m,7114370,7.114370,1.57775719,12.98993302,74.04592626,14.32067988,0.2044499885,0.0918435404,24.19069011
40m,7118025,7.118025,1.56645107,13.12341176,73.42373067,14.25913452,0.2004547010,0.0923714095,24.74069424
40m,7121680,7.121680,1.55566266,13.25384623,72.81117125,14.22013764,0.1965141670,0.0930345263,25.33399872
40m,7125335,7.125335,1.54518495,13.38350975,72.20938538,14.18594528,0.1926112690,0.0937208900,25.94665162
40m,7128990,7.128990,1.53527724,13.50893357,71.61196645,14.18285910,0.1887464627,0.0946115333,26.62289300
40m,7132645,7.132645,1.52591182,13.63010513,71.02154180,14.20404097,0.1849286120,0.0956631953,27.35243370
40m,7136300,7.136300,1.51668865,13.75201144,70.42420010,14.23567894,0.1810463947,0.0968107787,28.13471318
40m,7139955,7.139955,1.50849238,13.86256667,69.86680385,14.28598085,0.1774248356,0.0980362592,28.92288624
40m,7143610,7.143610,1.50004744,13.97874086,69.29838037,14.32307009,0.1736767863,0.0992091030,29.73623228
40m,7147265,7.147265,1.49246651,14.08505253,68.74183052,14.39671182,0.1700373021,0.1006278388,30.61698758
40m,7150920,7.150920,1.48546820,14.18494842,68.18928649,14.49427374,0.1664361013,0.1022250298,31.55824019
40m,7154575,7.154575,1.47867553,14.28356899,67.63439780,14.59613722,0.1627980548,0.1038804525,32.54170078
40m,7158230,7.158230,1.47279913,14.37024337,67.11456031,14.71117539,0.1593988518,0.1055908923,33.52176350
40m,7161885,7.161885,1.46693170,14.45807526,66.59939233,14.81156867,0.1559820982,0.1072152166,34.50291647
40m,7165540,7.165540,1.46211576,14.53115383,66.08132887,14.96562816,0.1526195866,0.1092473725,35.59565135
40m,7169195,7.169195,1.45765722,14.59961978,65.57288408,15.11926736,0.1493038853,0.1112882325,36.70013475
40m,7172850,7.172850,1.45369425,14.66114341,65.07028700,15.28311851,0.1460299257,0.1134204684,37.83624866
40m,7176505,7.176505,1.45059700,14.70967211,64.58825187,15.46604100,0.1429235943,0.1156800860,38.98615827
40m,7180160,7.180160,1.44754973,14.75780444,64.12126585,15.62754476,0.1398683439,0.1177847604,40.10112129
40m,7183815,7.183815,1.44547377,14.79081736,63.65296934,15.82837228,0.1368698014,0.1202075598,41.29161179
40m,7187470,7.187470,1.44375907,14.81822295,63.18634416,16.03236384,0.1338786337,0.1226824047,42.50121877
40m,7191125,7.191125,1.44249954,14.83843331,62.73341338,16.23680820,0.1309786704,0.1251637135,43.69949181
40m,7194780,7.194780,1.44227713,14.84200913,62.31144388,16.46141912,0.1283442029,0.1277580530,44.86886546
40m,7198435,7.198435,1.44218937,14.84342077,61.87724239,16.68519287,0.1256115445,0.1304048948,46.07261338
40m,7202090,7.202090,1.44311337,14.82857537,61.45273067,16.93802584,0.1230138532,0.1332799468,47.29381104
40m,7205745,7.205745,1.44444545,14.80723771,61.04612877,17.18703188,0.1205407211,0.1361172589,48.47301322
40m,7209400,7.209400,1.44620431,14.77917938,60.64245011,17.44044636,0.1181002122,0.1390128827,49.65000004
40m,7213055,7.213055,1.44827234,14.74635570,60.24865258,17.69013219,0.1157262527,0.1418876251,50.79865911
40m,7216710,7.216710,1.45133871,14.69801487,59.86752099,17.96595502,0.1135174763,0.1449609949,51.93586654
40m,7220365,7.220365,1.45472804,14.64503293,59.48389867,18.24316157,0.1112985938,0.1480831752,53.07165470
40m,7224020,7.224020,1.45898728,14.57911271,59.12286525,18.53707929,0.1093045682,0.1513055198,54.15528996
40m,7227675,7.227675,1.46336021,14.51218373,58.76559176,18.82194771,0.1073241066,0.1544780727,55.21024275
40m,7231330,7.231330,1.46809201,14.44060232,58.41759759,19.10707195,0.1054251892,0.1576561891,56.22922888
40m,7234985,7.234985,1.47381297,14.35519839,58.07977965,19.41822887,0.1036902180,0.1610361211,57.22275140
40m,7238640,7.238640,1.47996067,14.26478285,57.75334645,19.73229483,0.1020664557,0.1644337742,58.17151884
40m,7242295,7.242295,1.48633796,14.17243978,57.42545050,20.04433443,0.1004402471,0.1678473438,59.10359818
40m,7245950,7.245950,1.49332635,14.07289625,57.12728064,20.36443467,0.0990866970,0.1712597388,59.94737550
40m,7249605,7.249605,1.50027448,13.97558681,56.80837849,20.67564580,0.0975601386,0.1746916037,60.81792210
40m,7253260,7.253260,1.50827327,13.86555157,56.51559562,21.01321793,0.0963396622,0.1782725948,61.61292599
40m,7256915,7.256915,1.51646192,13.75504110,56.22799204,21.34745177,0.0951696142,0.1818336453,62.37296319
40m,7260570,7.260570,1.52526013,13.63863367,55.95104617,21.69384939,0.0941449545,0.1854770069,63.08843021
40m,7264225,7.264225,1.53424048,13.52222065,55.68137710,22.03721616,0.0931900400,0.1890926070,63.76465352
40m,7267880,7.267880,1.54342478,13.40558915,55.41851826,22.37886368,0.0923055803,0.1926907153,64.40395202
40m,7271535,7.271535,1.55355984,13.27962934,55.16473888,22.74572156,0.0916055253,0.1964735329,65.00277573
40m,7275190,7.275190,1.56357979,13.15782854,54.92305108,23.10002158,0.0909817102,0.2001308758,65.55292989
40m,7278845,7.278845,1.57406117,13.03321383,54.67975530,23.46250039,0.0904009227,0.2038738880,66.08674063
40m,7282500,7.282500,1.58464275,12.91019915,54.45182821,23.82107630,0.0899528424,0.2075435456,66.56728501
40m,7286155,7.286155,1.59811495,12.75747411,54.16634472,24.26734942,0.0894177474,0.2121358656,67.14400813
40m,7289810,7.289810,1.60967963,12.62971018,53.95475934,24.64396354,0.0892280013,0.2159115376,67.54655919
40m,7293465,7.293465,1.62143305,12.50288849,53.75023659,25.02047703,0.0891220453,0.2196679419,67.91698702
40m,7297120,7.297120,1.63368814,12.37377543,53.56088972,25.40833678,0.0892095957,0.2234595453,68.23711054
30m,10100505,10.100505,1.59709763,12.76885860,32.43826239,-7.32465672,-0.2035278821,-0.1069337021,-152.28253008
30m,10104160,10.104160,1.59923634,12.74495257,32.39313721,-7.32582349,-0.2041736894,-0.1070667315,-152.32791282
30m,10107815,10.107815,1.60081172,12.72741035,32.37624743,-7.37815165,-0.2042812303,-0.1078632473,-152.16534122
30m,10111470,10.111470,1.60835255,12.64421915,32.22777774,-7.41212687,-0.2063320287,-0.1087404559,-152.21001385
30m,10115125,10.115125,1.60310568,12.70196766,32.36429886,-7.49311135,-0.2041521128,-0.1095480200,-151.78199393
30m,10118780,10.118780,1.60834281,12.64432578,32.24028217,-7.45105142,-0.2060492315,-0.1092692608,-152.06269896
30m,10122435,10.122435,1.60923245,12.63459491,32.23233474,-7.48492977,-0.2060743786,-0.1097789824,-151.95508731
30m,10126090,10.126090,1.61529300,12.56876752,32.10738699,-7.49092886,-0.2078635408,-0.1101973913,-152.07001626
30m,10129745,10.129745,1.61493037,12.57268368,32.13539216,-7.55541474,-0.2072862936,-0.1110550326,-151.81951910
30m,10133400,10.133400,1.61570399,12.56433251,32.13586805,-7.60746415,-0.2071393831,-0.1118058384,-151.64154022
30m,10137055,10.137055,1.61952358,12.52328943,32.03032049,-7.52545609,-0.2088871777,-0.1109032285,-152.03509207
30m,10140710,10.140710,1.62082147,12.50941418,32.02458653,-7.59242673,-0.2087898908,-0.1118889966,-151.81346372
30m,10144365,10.144365,1.62999494,12.41235705,31.81000410,-7.51005659,-0.2121297638,-0.1112720042,-152.32088358
30m,10148020,10.148020,1.62453449,12.46991715,31.97476975,-7.67729767,-0.2092807592,-0.1132544609,-151.57950265
20m,14000390,14.000390,1.70124024,11.71392765,37.57612046,-19.71572700,-0.0867833698,-0.2446640032,-109.52981387
20m,14004045,14.004045,1.68959981,11.82181063,37.68770155,-19.46223718,-0.0868698746,-0.2412301715,-109.80455600
20m,14007700,14.007700,1.67812134,11.93045680,37.79884444,-19.21001664,-0.0869338969,-0.2378165496,-110.07989733
20m,14011355,14.011355,1.66745886,12.03346457,37.91920997,-18.98961538,-0.0867112420,-0.2347180841,-110.27560066
20m,14015010,14.015010,1.65593376,12.14714514,38.01903166,-18.71808407,-0.0869611268,-0.2311526197,-110.61662787
20m,14018665,14.018665,1.64388467,12.26868841,38.14416458,-18.45092948,-0.0868804725,-0.2275131321,-110.90036386
20m,14022320,14.022320,1.63291160,12.38186445,38.25829131,-18.20434541,-0.0868010757,-0.2241659325,-111.16729830
20m,14025975,14.025975,1.62225440,12.49413697,38.39942344,-17.99128551,-0.0862356194,-0.2210735591,-111.30959231
